ano;estado;uf;partido;part;id;ideol;estruturacao;candleg;candexec;coligacao;votos/leg;votos/exec;eleitorado;pib;pib_cat;idh;idh_cat
2002.00;SP;66.00;PPB;15.00;PPB2002SP;2.00;;0.71;1.00;1.00;1188635.00;4190706.00;25655548.00;511736.00;5.00;0.70;3.00
2002.00;SP;66.00;PPS;17.00;PPS2002SP;1.00;;0.91;0.00;0.00;1052379.00;0.00;25655548.00;511736.00;5.00;0.70;3.00
2002.00;SP;66.00;PRONA;20.00;PRONA2002SP;2.00;;0.67;1.00;0.00;890380.00;38545.00;25655548.00;511736.00;5.00;0.70;3.00
2002.00;SP;66.00;PRP;22.00;PRP2002SP;1.00;;0.48;0.00;1.00;113088.00;0.00;25655548.00;511736.00;5.00;0.70;3.00
2002.00;SP;66.00;PRTB;23.00;PRTB2002SP;2.00;;0.47;1.00;0.00;28897.00;8654.00;25655548.00;511736.00;5.00;0.70;3.00
2002.00;SP;66.00;PSB;24.00;PSB2002SP;1.00;;1.02;1.00;0.00;1180655.00;216369.00;25655548.00;511736.00;5.00;0.70;3.00
2002.00;SP;66.00;PSC;25.00;PSC2002SP;2.00;;0.41;0.00;1.00;52575.00;0.00;25655548.00;511736.00;5.00;0.70;3.00
2002.00;SP;66.00;PSD;26.00;PSD2002SP;2.00;;0.10;0.00;1.00;82600.00;0.00;25655548.00;511736.00;5.00;0.70;3.00
2002.00;SP;66.00;PSDB;27.00;PSDB2002SP;0.00;;0.94;1.00;1.00;3650539.00;19514305.00;25655548.00;511736.00;5.00;0.70;3.00
2002.00;SP;66.00;PSDC;28.00;PSDC2002SP;2.00;;0.19;0.00;1.00;20584.00;0.00;25655548.00;511736.00;5.00;0.70;3.00
2002.00;SP;66.00;PSL;29.00;PSL2002SP;2.00;;0.29;1.00;0.00;40550.00;7648.00;25655548.00;511736.00;5.00;0.70;3.00
2002.00;SP;66.00;PST;31.00;PST2002SP;2.00;;0.39;0.00;1.00;86041.00;0.00;25655548.00;511736.00;5.00;0.70;3.00
2002.00;SP;66.00;PSTU;32.00;PSTU2002SP;1.00;0.00;0.52;1.00;0.00;70493.00;35556.00;25655548.00;511736.00;5.00;0.70;3.00
2002.00;SP;66.00;PT;33.00;PT2002SP;1.00;;1.34;1.00;1.00;4711843.00;14832610.00;25655548.00;511736.00;5.00;0.70;3.00
2002.00;SP;66.00;PTdoB;34.00;PTdoB2002SP;2.00;;0.36;0.00;1.00;51135.00;0.00;25655548.00;511736.00;5.00;0.70;3.00
2002.00;SP;66.00;PTB;35.00;PTB2002SP;2.00;;0.90;1.00;0.00;1179076.00;200839.00;25655548.00;511736.00;5.00;0.70;3.00
2002.00;SP;66.00;PTC;36.00;PTC2002SP;2.00;0.00;0.05;1.00;1.00;6013.00;17854.00;25655548.00;511736.00;5.00;0.70;3.00
2002.00;SP;66.00;PTN;37.00;PTN2002SP;2.00;;0.13;0.00;1.00;95307.00;0.00;25655548.00;511736.00;5.00;0.70;3.00
2002.00;SP;66.00;PV;38.00;PV2002SP;1.00;;1.21;1.00;0.00;996254.00;52068.00;25655548.00;511736.00;5.00;0.70;3.00
2002.00;TO;67.00;PAN;2.00;PAN2002TO;2.00;;0.04;0.00;1.00;222.00;0.00;785396.00;5607.00;1.00;0.53;1.00
2002.00;TO;67.00;PCdoB;3.00;PCdoB2002TO;1.00;;0.04;0.00;1.00;394.00;0.00;785396.00;5607.00;1.00;0.53;1.00
2002.00;TO;67.00;PDT;6.00;PDT2002TO;1.00;;0.17;0.00;1.00;7632.00;0.00;785396.00;5607.00;1.00;0.53;1.00
2002.00;TO;67.00;PFL;8.00;PFL2002TO;2.00;;0.79;1.00;1.00;170531.00;333332.00;785396.00;5607.00;1.00;0.53;1.00
2002.00;TO;67.00;PGT;9.00;PGT2002TO;2.00;;0.29;0.00;1.00;343.00;0.00;785396.00;5607.00;1.00;0.53;1.00
2002.00;TO;67.00;PHS;10.00;PHS2002TO;1.00;;0.08;0.00;1.00;656.00;0.00;785396.00;5607.00;1.00;0.53;1.00
2002.00;TO;67.00;PL;11.00;PL2002TO;2.00;;1.08;0.00;0.00;27197.00;0.00;785396.00;5607.00;1.00;0.53;1.00
2002.00;TO;67.00;PMDB;12.00;PMDB2002TO;0.00;;0.92;1.00;0.00;86698.00;185594.00;785396.00;5607.00;1.00;0.53;1.00
2002.00;TO;67.00;PMN;13.00;PMN2002TO;1.00;;0.08;0.00;1.00;326.00;0.00;785396.00;5607.00;1.00;0.53;1.00
2002.00;TO;67.00;PPB;15.00;PPB2002TO;2.00;;0.67;0.00;1.00;74438.00;0.00;785396.00;5607.00;1.00;0.53;1.00
2002.00;TO;67.00;PPS;17.00;PPS2002TO;1.00;;0.88;1.00;1.00;27981.00;3341.00;785396.00;5607.00;1.00;0.53;1.00
2002.00;TO;67.00;PRONA;20.00;PRONA2002TO;2.00;;0.04;0.00;1.00;475.00;0.00;785396.00;5607.00;1.00;0.53;1.00
2002.00;TO;67.00;PRP;22.00;PRP2002TO;1.00;;0.08;0.00;1.00;1378.00;0.00;785396.00;5607.00;1.00;0.53;1.00
2002.00;TO;67.00;PRTB;23.00;PRTB2002TO;2.00;;0.13;0.00;1.00;756.00;0.00;785396.00;5607.00;1.00;0.53;1.00
2002.00;TO;67.00;PSB;24.00;PSB2002TO;1.00;;0.46;1.00;1.00;6545.00;9993.00;785396.00;5607.00;1.00;0.53;1.00
2002.00;TO;67.00;PSC;25.00;PSC2002TO;2.00;;0.13;0.00;1.00;3838.00;0.00;785396.00;5607.00;1.00;0.53;1.00
2002.00;TO;67.00;PSD;26.00;PSD2002TO;2.00;;0.17;0.00;0.00;3018.00;0.00;785396.00;5607.00;1.00;0.53;1.00
2002.00;TO;67.00;PSDB;27.00;PSDB2002TO;0.00;;0.88;0.00;1.00;70462.00;0.00;785396.00;5607.00;1.00;0.53;1.00
2002.00;TO;67.00;PSDC;28.00;PSDC2002TO;2.00;;0.08;0.00;1.00;236.00;0.00;785396.00;5607.00;1.00;0.53;1.00
2002.00;TO;67.00;PSL;29.00;PSL2002TO;2.00;;0.46;0.00;1.00;12713.00;0.00;785396.00;5607.00;1.00;0.53;1.00
2002.00;TO;67.00;PST;31.00;PST2002TO;2.00;;1.42;0.00;1.00;18738.00;0.00;785396.00;5607.00;1.00;0.53;1.00
2002.00;TO;67.00;PT;33.00;PT2002TO;1.00;;1.38;1.00;1.00;36690.00;17752.00;785396.00;5607.00;1.00;0.53;1.00
2002.00;TO;67.00;PTdoB;34.00;PTdoB2002TO;2.00;;0.08;0.00;1.00;290.00;0.00;785396.00;5607.00;1.00;0.53;1.00
2002.00;TO;67.00;PTB;35.00;PTB2002TO;2.00;;0.88;0.00;1.00;40707.00;0.00;785396.00;5607.00;1.00;0.53;1.00
2002.00;TO;67.00;PTC;36.00;PTC2002TO;2.00;;0.00;0.00;0.00;401.00;0.00;785396.00;5607.00;1.00;0.53;1.00
2002.00;TO;67.00;PTN;37.00;PTN2002TO;2.00;;0.13;0.00;1.00;225.00;0.00;785396.00;5607.00;1.00;0.53;1.00
2002.00;TO;67.00;PV;38.00;PV2002TO;1.00;;0.04;0.00;1.00;207.00;0.00;785396.00;5607.00;1.00;0.53;1.00
2006.00;AC;41.00;PAN;2.00;PAN2006AC;2.00;;0.04;1.00;0.00;92.00;611.00;412840.00;4835.00;1.00;0.52;1.00
2006.00;AC;41.00;PCdoB;3.00;PCdoB2006AC;1.00;;0.13;0.00;1.00;14469.00;0.00;412840.00;4835.00;1.00;0.52;1.00
2006.00;AC;41.00;PDT;6.00;PDT2006AC;1.00;;0.58;0.00;1.00;14953.00;0.00;412840.00;4835.00;1.00;0.52;1.00
2006.00;AC;41.00;PFL;8.00;PFL2006AC;2.00;;0.29;0.00;1.00;2002.00;0.00;412840.00;4835.00;1.00;0.52;1.00
2006.00;AC;41.00;PHS;10.00;PHS2006AC;1.00;;0.54;0.00;1.00;767.00;0.00;412840.00;4835.00;1.00;0.52;1.00
2006.00;AC;41.00;PL;11.00;PL2006AC;2.00;;0.46;0.00;1.00;17482.00;0.00;412840.00;4835.00;1.00;0.52;1.00
2006.00;AC;41.00;PMDB;12.00;PMDB2006AC;0.00;;0.63;0.00;1.00;28713.00;0.00;412840.00;4835.00;1.00;0.52;1.00
2006.00;AC;41.00;PMN;13.00;PMN2006AC;1.00;;0.29;0.00;1.00;13909.00;0.00;412840.00;4835.00;1.00;0.52;1.00
2006.00;AC;41.00;PP;14.00;PP2006AC;2.00;;0.46;0.00;1.00;18354.00;0.00;412840.00;4835.00;1.00;0.52;1.00
2006.00;AC;41.00;PPS;17.00;PPS2006AC;1.00;;1.38;1.00;1.00;33808.00;109867.00;412840.00;4835.00;1.00;0.52;1.00
2006.00;AC;41.00;PRONA;20.00;PRONA2006AC;2.00;;0.04;1.00;0.00;193.00;261.00;412840.00;4835.00;1.00;0.52;1.00
2006.00;AC;41.00;PRP;22.00;PRP2006AC;2.00;;0.58;0.00;1.00;12514.00;0.00;412840.00;4835.00;1.00;0.52;1.00
2006.00;AC;41.00;PRTB;23.00;PRTB2006AC;2.00;1.00;0.33;0.00;1.00;670.00;0.00;412840.00;4835.00;1.00;0.52;1.00
2006.00;AC;41.00;PSB;24.00;PSB2006AC;1.00;;1.17;0.00;1.00;31254.00;0.00;412840.00;4835.00;1.00;0.52;1.00
2006.00;AC;41.00;PSDB;27.00;PSDB2006AC;0.00;;0.88;1.00;1.00;20109.00;34752.00;412840.00;4835.00;1.00;0.52;1.00
2006.00;AC;41.00;PSDC;28.00;PSDC2006AC;2.00;;0.46;1.00;0.00;1299.00;301.00;412840.00;4835.00;1.00;0.52;1.00
2006.00;AC;41.00;PSOL;30.00;PSOL2006AC;1.00;;0.54;1.00;0.00;4714.00;1068.00;412840.00;4835.00;1.00;0.52;1.00
2006.00;AC;41.00;PT;33.00;PT2006AC;1.00;;0.96;1.00;1.00;74234.00;165961.00;412840.00;4835.00;1.00;0.52;1.00
2006.00;AC;41.00;PTdoB;34.00;PTdoB2006AC;2.00;;0.33;0.00;1.00;6340.00;0.00;412840.00;4835.00;1.00;0.52;1.00
2006.00;AC;41.00;PTB;35.00;PTB2006AC;2.00;;0.25;0.00;1.00;3066.00;0.00;412840.00;4835.00;1.00;0.52;1.00
2006.00;AC;41.00;PTC;36.00;PTC2006AC;2.00;;1.25;0.00;0.00;11107.00;0.00;412840.00;4835.00;1.00;0.52;1.00
2006.00;AC;41.00;PTN;37.00;PTN2006AC;2.00;;0.63;0.00;1.00;8321.00;0.00;412840.00;4835.00;1.00;0.52;1.00
2006.00;AC;41.00;PV;38.00;PV2006AC;1.00;;0.25;0.00;1.00;3864.00;0.00;412840.00;4835.00;1.00;0.52;1.00
2006.00;AL;42.00;PAN;2.00;PAN2006AL;2.00;;0.07;1.00;0.00;1134.00;695.00;1859487.00;15748.00;2.00;0.47;0.00
2006.00;AL;42.00;PCdoB;3.00;PCdoB2006AL;1.00;;0.07;0.00;1.00;8727.00;0.00;1859487.00;15748.00;2.00;0.47;0.00
2006.00;AL;42.00;PCB;4.00;PCB2006AL;1.00;;0.04;0.00;1.00;755.00;0.00;1859487.00;15748.00;2.00;0.47;0.00
2006.00;AL;42.00;PDT;6.00;PDT2006AL;1.00;;0.26;0.00;1.00;39871.00;0.00;1859487.00;15748.00;2.00;0.47;0.00
2006.00;AL;42.00;PFL;8.00;PFL2006AL;2.00;;0.26;0.00;1.00;121445.00;0.00;1859487.00;15748.00;2.00;0.47;0.00
2006.00;AL;42.00;PHS;10.00;PHS2006AL;1.00;;0.19;0.00;1.00;7090.00;0.00;1859487.00;15748.00;2.00;0.47;0.00
2006.00;AL;42.00;PL;11.00;PL2006AL;2.00;;0.30;0.00;1.00;18649.00;0.00;1859487.00;15748.00;2.00;0.47;0.00
2006.00;AL;42.00;PMDB;12.00;PMDB2006AL;0.00;;0.37;0.00;1.00;56354.00;0.00;1859487.00;15748.00;2.00;0.47;0.00
2006.00;AL;42.00;PMN;13.00;PMN2006AL;1.00;;0.74;0.00;1.00;515245.00;0.00;1859487.00;15748.00;2.00;0.47;0.00
2006.00;AL;42.00;PPS;17.00;PPS2006AL;1.00;;0.44;0.00;1.00;36013.00;0.00;1859487.00;15748.00;2.00;0.47;0.00
2006.00;AL;42.00;PRONA;20.00;PRONA2006AL;2.00;;0.85;0.00;1.00;62389.00;0.00;1859487.00;15748.00;2.00;0.47;0.00
2006.00;AL;42.00;PRP;22.00;PRP2006AL;2.00;;0.07;0.00;1.00;2471.00;0.00;1859487.00;15748.00;2.00;0.47;0.00
2006.00;AL;42.00;PRTB;23.00;PRTB2006AL;2.00;;0.04;1.00;0.00;12431.00;14062.00;1859487.00;15748.00;2.00;0.47;0.00
2006.00;AL;42.00;PSB;24.00;PSB2006AL;1.00;;0.59;0.00;1.00;108194.00;0.00;1859487.00;15748.00;2.00;0.47;0.00
2006.00;AL;42.00;PSC;25.00;PSC2006AL;2.00;;0.04;0.00;1.00;12232.00;0.00;1859487.00;15748.00;2.00;0.47;0.00
2006.00;AL;42.00;PSDB;27.00;PSDB2006AL;0.00;;0.52;1.00;1.00;96130.00;733405.00;1859487.00;15748.00;2.00;0.47;0.00
2006.00;AL;42.00;PSDC;28.00;PSDC2006AL;2.00;;0.11;1.00;0.00;811.00;662.00;1859487.00;15748.00;2.00;0.47;0.00
2006.00;AL;42.00;PSOL;30.00;PSOL2006AL;1.00;;0.44;1.00;1.00;12343.00;51680.00;1859487.00;15748.00;2.00;0.47;0.00
2006.00;AL;42.00;PT;33.00;PT2006AL;1.00;;0.15;1.00;1.00;45717.00;108543.00;1859487.00;15748.00;2.00;0.47;0.00
2006.00;AL;42.00;PTdoB;34.00;PTdoB2006AL;2.00;;0.52;0.00;1.00;119219.00;0.00;1859487.00;15748.00;2.00;0.47;0.00
2006.00;AL;42.00;PTB;35.00;PTB2006AL;2.00;;0.93;1.00;1.00;74693.00;400687.00;1859487.00;15748.00;2.00;0.47;0.00
2006.00;AL;42.00;PTC;36.00;PTC2006AL;2.00;;0.04;0.00;1.00;575.00;0.00;1859487.00;15748.00;2.00;0.47;0.00
2006.00;AL;42.00;PTN;37.00;PTN2006AL;2.00;;0.33;1.00;0.00;1367.00;3425.00;1859487.00;15748.00;2.00;0.47;0.00
2006.00;AL;42.00;PV;38.00;PV2006AL;1.00;;0.33;0.00;1.00;3425.00;0.00;1859487.00;15748.00;2.00;0.47;0.00
2006.00;AM;43.00;PAN;2.00;PAN2006AM;2.00;;1.38;0.00;1.00;96012.00;0.00;1781246.00;39157.00;3.00;0.52;1.00
2006.00;AM;43.00;PCdoB;3.00;PCdoB2006AM;1.00;;0.42;0.00;1.00;28766.00;0.00;1781246.00;39157.00;3.00;0.52;1.00
2006.00;AM;43.00;PCB;4.00;PCB2006AM;1.00;;0.33;0.00;1.00;1018.00;0.00;1781246.00;39157.00;3.00;0.52;1.00
2006.00;AM;43.00;PCO;5.00;PCO2006AM;1.00;;0.04;1.00;0.00;106.00;316.00;1781246.00;39157.00;3.00;0.52;1.00
2006.00;AM;43.00;PDT;6.00;PDT2006AM;1.00;;0.88;1.00;0.00;18375.00;35827.00;1781246.00;39157.00;3.00;0.52;1.00
2006.00;AM;43.00;PFL;8.00;PFL2006AM;2.00;;1.13;1.00;1.00;91151.00;543412.00;1781246.00;39157.00;3.00;0.52;1.00
2006.00;AM;43.00;PHS;10.00;PHS2006AM;1.00;;1.00;0.00;1.00;59487.00;0.00;1781246.00;39157.00;3.00;0.52;1.00
2006.00;AM;43.00;PL;11.00;PL2006AM;2.00;;0.50;0.00;1.00;46192.00;0.00;1781246.00;39157.00;3.00;0.52;1.00
2006.00;AM;43.00;PMDB;12.00;PMDB2006AM;0.00;;1.29;1.00;1.00;227736.00;687912.00;1781246.00;39157.00;3.00;0.52;1.00
2006.00;AM;43.00;PMN;13.00;PMN2006AM;1.00;;0.88;0.00;1.00;113472.00;0.00;1781246.00;39157.00;3.00;0.52;1.00
2006.00;AM;43.00;PP;14.00;PP2006AM;2.00;;0.63;0.00;1.00;135056.00;0.00;1781246.00;39157.00;3.00;0.52;1.00
2006.00;AM;43.00;PPS;17.00;PPS2006AM;1.00;;0.83;0.00;1.00;48372.00;0.00;1781246.00;39157.00;3.00;0.52;1.00
2006.00;AM;43.00;PRONA;20.00;PRONA2006AM;2.00;;0.08;0.00;1.00;41631.00;0.00;1781246.00;39157.00;3.00;0.52;1.00
2006.00;AM;43.00;PRP;22.00;PRP2006AM;2.00;;0.79;0.00;1.00;33683.00;0.00;1781246.00;39157.00;3.00;0.52;1.00
2006.00;AM;43.00;PRTB;23.00;PRTB2006AM;2.00;;0.13;0.00;1.00;40399.00;0.00;1781246.00;39157.00;3.00;0.52;1.00
2006.00;AM;43.00;PSB;24.00;PSB2006AM;1.00;;0.83;0.00;1.00;72250.00;0.00;1781246.00;39157.00;3.00;0.52;1.00
2006.00;AM;43.00;PSC;25.00;PSC2006AM;2.00;;0.17;0.00;1.00;4290.00;0.00;1781246.00;39157.00;3.00;0.52;1.00
2006.00;AM;43.00;PSDB;27.00;PSDB2006AM;0.00;;0.83;1.00;1.00;50575.00;74900.00;1781246.00;39157.00;3.00;0.52;1.00
2006.00;AM;43.00;PSDC;28.00;PSDC2006AM;2.00;;0.33;1.00;0.00;2089.00;10051.00;1781246.00;39157.00;3.00;0.52;1.00
2006.00;AM;43.00;PSL;29.00;PSL2006AM;2.00;;0.67;0.00;1.00;24970.00;0.00;1781246.00;39157.00;3.00;0.52;1.00
2006.00;AM;43.00;PSOL;30.00;PSOL2006AM;1.00;;0.08;0.00;1.00;758.00;0.00;1781246.00;39157.00;3.00;0.52;1.00
2006.00;AM;43.00;PSTU;32.00;PSTU2006AM;1.00;;0.17;1.00;1.00;1756.00;6195.00;1781246.00;39157.00;3.00;0.52;1.00
2006.00;AM;43.00;PT;33.00;PT2006AM;1.00;;0.38;0.00;1.00;75841.00;0.00;1781246.00;39157.00;3.00;0.52;1.00
2006.00;AM;43.00;PTB;35.00;PTB2006AM;2.00;;0.17;0.00;1.00;72930.00;0.00;1781246.00;39157.00;3.00;0.52;1.00
2006.00;AM;43.00;PTC;36.00;PTC2006AM;2.00;;0.08;0.00;1.00;2162.00;0.00;1781246.00;39157.00;3.00;0.52;1.00
2006.00;AM;43.00;PTN;37.00;PTN2006AM;2.00;;0.83;0.00;1.00;14178.00;0.00;1781246.00;39157.00;3.00;0.52;1.00
2006.00;AM;43.00;PV;38.00;PV2006AM;1.00;;1.46;0.00;0.00;82569.00;0.00;1781246.00;39157.00;3.00;0.52;1.00
2006.00;AP;44.00;PAN;2.00;PAN2006AP;2.00;;0.08;1.00;0.00;479.00;365.00;360614.00;5260.00;1.00;0.58;1.00
2006.00;AP;44.00;PCdoB;3.00;PCdoB2006AP;1.00;;0.13;0.00;1.00;4960.00;0.00;360614.00;5260.00;1.00;0.58;1.00
2006.00;AP;44.00;PCB;4.00;PCB2006AP;1.00;1.00;0.17;0.00;1.00;10563.00;0.00;360614.00;5260.00;1.00;0.58;1.00
2006.00;AP;44.00;PDT;6.00;PDT2006AP;1.00;;0.75;1.00;1.00;35119.00;160150.00;360614.00;5260.00;1.00;0.58;1.00
2006.00;AP;44.00;PFL;8.00;PFL2006AP;2.00;;0.63;0.00;1.00;24749.00;0.00;360614.00;5260.00;1.00;0.58;1.00
2006.00;AP;44.00;PHS;10.00;PHS2006AP;1.00;;0.21;1.00;1.00;154.00;225.00;360614.00;5260.00;1.00;0.58;1.00
2006.00;AP;44.00;PL;11.00;PL2006AP;2.00;;0.08;0.00;1.00;9971.00;0.00;360614.00;5260.00;1.00;0.58;1.00
2006.00;AP;44.00;PMDB;12.00;PMDB2006AP;0.00;1.00;0.46;0.00;1.00;31381.00;0.00;360614.00;5260.00;1.00;0.58;1.00
2006.00;AP;44.00;PMN;13.00;PMN2006AP;1.00;;0.38;0.00;1.00;9044.00;0.00;360614.00;5260.00;1.00;0.58;1.00
2006.00;AP;44.00;PP;14.00;PP2006AP;2.00;;0.29;0.00;1.00;7000.00;0.00;360614.00;5260.00;1.00;0.58;1.00
2006.00;AP;44.00;PPS;17.00;PPS2006AP;1.00;;0.17;0.00;1.00;5802.00;0.00;360614.00;5260.00;1.00;0.58;1.00
2006.00;AP;44.00;PRONA;20.00;PRONA2006AP;2.00;;0.04;0.00;1.00;163.00;0.00;360614.00;5260.00;1.00;0.58;1.00
2006.00;AP;44.00;PRP;22.00;PRP2006AP;2.00;;0.38;0.00;1.00;2722.00;0.00;360614.00;5260.00;1.00;0.58;1.00
2006.00;AP;44.00;PRTB;23.00;PRTB2006AP;2.00;;0.17;0.00;1.00;648.00;0.00;360614.00;5260.00;1.00;0.58;1.00
2006.00;AP;44.00;PSB;24.00;PSB2006AP;1.00;;1.33;1.00;0.00;28962.00;112486.00;360614.00;5260.00;1.00;0.58;1.00
2006.00;AP;44.00;PSC;25.00;PSC2006AP;2.00;;0.96;0.00;0.00;18723.00;0.00;360614.00;5260.00;1.00;0.58;1.00
2006.00;AP;44.00;PSDB;27.00;PSDB2006AP;0.00;;0.58;1.00;1.00;26253.00;10765.00;360614.00;5260.00;1.00;0.58;1.00
2006.00;AP;44.00;PSL;29.00;PSL2006AP;2.00;;0.29;0.00;1.00;10170.00;0.00;360614.00;5260.00;1.00;0.58;1.00
2006.00;AP;44.00;PSOL;30.00;PSOL2006AP;1.00;;0.29;1.00;1.00;5611.00;9008.00;360614.00;5260.00;1.00;0.58;1.00
2006.00;AP;44.00;PSTU;32.00;PSTU2006AP;1.00;;0.04;0.00;1.00;2768.00;0.00;360614.00;5260.00;1.00;0.58;1.00
2006.00;AP;44.00;PT;33.00;PT2006AP;1.00;;0.50;1.00;1.00;14964.00;5310.00;360614.00;5260.00;1.00;0.58;1.00
2006.00;AP;44.00;PTdoB;34.00;PTdoB2006AP;2.00;;0.50;0.00;1.00;21782.00;0.00;360614.00;5260.00;1.00;0.58;1.00
2006.00;AP;44.00;PTB;35.00;PTB2006AP;2.00;;0.25;0.00;1.00;10120.00;0.00;360614.00;5260.00;1.00;0.58;1.00
2006.00;AP;44.00;PTC;36.00;PTC2006AP;2.00;;0.04;0.00;1.00;0.00;0.00;360614.00;5260.00;1.00;0.58;1.00
2006.00;AP;44.00;PTN;37.00;PTN2006AP;2.00;;0.21;0.00;1.00;4987.00;0.00;360614.00;5260.00;1.00;0.58;1.00
2006.00;AP;44.00;PV;38.00;PV2006AP;1.00;;0.63;0.00;1.00;13477.00;0.00;360614.00;5260.00;1.00;0.58;1.00
2006.00;BA;45.00;PAN;2.00;PAN2006BA;2.00;;0.10;0.00;0.00;5521.00;0.00;9109353.00;96521.00;4.00;0.51;1.00
2006.00;BA;45.00;PCdoB;3.00;PCdoB2006BA;1.00;;0.19;0.00;1.00;248502.00;0.00;9109353.00;96521.00;4.00;0.51;1.00
2006.00;BA;45.00;PCB;4.00;PCB2006BA;1.00;0.00;0.02;0.00;1.00;2506.00;0.00;9109353.00;96521.00;4.00;0.51;1.00
2006.00;BA;45.00;PCO;5.00;PCO2006BA;1.00;;0.03;1.00;0.00;2242.00;4354.00;9109353.00;96521.00;4.00;0.51;1.00
2006.00;BA;45.00;PDT;6.00;PDT2006BA;1.00;;0.68;0.00;1.00;434590.00;0.00;9109353.00;96521.00;4.00;0.51;1.00
2006.00;BA;45.00;PFL;8.00;PFL2006BA;2.00;;0.48;1.00;1.00;1661184.00;2638215.00;9109353.00;96521.00;4.00;0.51;1.00
2006.00;BA;45.00;PHS;10.00;PHS2006BA;1.00;;0.13;0.00;1.00;6863.00;0.00;9109353.00;96521.00;4.00;0.51;1.00
2006.00;BA;45.00;PL;11.00;PL2006BA;2.00;;0.19;0.00;1.00;476218.00;0.00;9109353.00;96521.00;4.00;0.51;1.00
2006.00;BA;45.00;PMDB;12.00;PMDB2006BA;0.00;1.00;0.54;0.00;1.00;386821.00;0.00;9109353.00;96521.00;4.00;0.51;1.00
2006.00;BA;45.00;PMN;13.00;PMN2006BA;1.00;;0.22;0.00;1.00;47402.00;0.00;9109353.00;96521.00;4.00;0.51;1.00
2006.00;BA;45.00;PP;14.00;PP2006BA;2.00;;0.19;0.00;1.00;421597.00;0.00;9109353.00;96521.00;4.00;0.51;1.00
2006.00;BA;45.00;PPS;17.00;PPS2006BA;1.00;;0.41;0.00;1.00;91134.00;0.00;9109353.00;96521.00;4.00;0.51;1.00
2006.00;BA;45.00;PRONA;20.00;PRONA2006BA;2.00;;0.08;0.00;1.00;11508.00;0.00;9109353.00;96521.00;4.00;0.51;1.00
2006.00;BA;45.00;PRP;22.00;PRP2006BA;2.00;;0.52;0.00;1.00;205709.00;0.00;9109353.00;96521.00;4.00;0.51;1.00
2006.00;BA;45.00;PRTB;23.00;PRTB2006BA;2.00;;0.14;0.00;1.00;78736.00;0.00;9109353.00;96521.00;4.00;0.51;1.00
2006.00;BA;45.00;PSB;24.00;PSB2006BA;1.00;;0.40;0.00;1.00;152387.00;0.00;9109353.00;96521.00;4.00;0.51;1.00
2006.00;BA;45.00;PSC;25.00;PSC2006BA;2.00;;0.71;1.00;1.00;170938.00;189596.00;9109353.00;96521.00;4.00;0.51;1.00
2006.00;BA;45.00;PSDB;27.00;PSDB2006BA;0.00;;0.27;0.00;0.00;314342.00;0.00;9109353.00;96521.00;4.00;0.51;1.00
2006.00;BA;45.00;PSDC;28.00;PSDC2006BA;2.00;;0.37;1.00;1.00;42419.00;8016.00;9109353.00;96521.00;4.00;0.51;1.00
2006.00;BA;45.00;PSL;29.00;PSL2006BA;2.00;;0.25;1.00;0.00;187381.00;9479.00;9109353.00;96521.00;4.00;0.51;1.00
2006.00;BA;45.00;PSOL;30.00;PSOL2006BA;1.00;;0.22;1.00;1.00;20728.00;38870.00;9109353.00;96521.00;4.00;0.51;1.00
2006.00;BA;45.00;PSTU;32.00;PSTU2006BA;1.00;;0.02;0.00;1.00;1925.00;0.00;9109353.00;96521.00;4.00;0.51;1.00
2006.00;BA;45.00;PT;33.00;PT2006BA;1.00;;0.75;1.00;1.00;1070877.00;3242336.00;9109353.00;96521.00;4.00;0.51;1.00
2006.00;BA;45.00;PTdoB;34.00;PTdoB2006BA;2.00;;0.49;0.00;1.00;201272.00;0.00;9109353.00;96521.00;4.00;0.51;1.00
2006.00;BA;45.00;PTB;35.00;PTB2006BA;2.00;;0.35;0.00;1.00;72306.00;0.00;9109353.00;96521.00;4.00;0.51;1.00
2006.00;BA;45.00;PTC;36.00;PTC2006BA;2.00;;0.67;0.00;1.00;61606.00;0.00;9109353.00;96521.00;4.00;0.51;1.00
2006.00;BA;45.00;PTN;37.00;PTN2006BA;2.00;;0.17;0.00;1.00;59496.00;0.00;9109353.00;96521.00;4.00;0.51;1.00
2006.00;BA;45.00;PV;38.00;PV2006BA;1.00;;0.14;0.00;1.00;46325.00;0.00;9109353.00;96521.00;4.00;0.51;1.00
2006.00;CE;46.00;PAN;2.00;PAN2006CE;2.00;;1.33;0.00;1.00;133118.00;0.00;5361581.00;46303.00;3.00;0.54;1.00
2006.00;CE;46.00;PCdoB;3.00;PCdoB2006CE;1.00;;0.26;0.00;1.00;1135196.00;0.00;5361581.00;46303.00;3.00;0.54;1.00
2006.00;CE;46.00;PCB;4.00;PCB2006CE;1.00;0.00;0.04;0.00;1.00;1480.00;0.00;5361581.00;46303.00;3.00;0.54;1.00
2006.00;CE;46.00;PCO;5.00;PCO2006CE;1.00;0.00;0.02;1.00;0.00;554.00;4165.00;5361581.00;46303.00;3.00;0.54;1.00
2006.00;CE;46.00;PDT;6.00;PDT2006CE;1.00;;0.67;0.00;1.00;161159.00;0.00;5361581.00;46303.00;3.00;0.54;1.00
