ano;estado;uf;partido;part;id;ideol;estruturacao;candleg;candexec;coligacao;votos/leg;votos/exec;eleitorado;pib;pib_cat;idh;idh_cat
2002.00;AC;41.00;PCdoB;3.00;PCdoB2002AC;1.00;;0.08;0.00;1.00;8639.00;0.00;369726.00;2868.00;1.00;0.52;1.00
2002.00;AC;41.00;PDT;6.00;PDT2002AC;1.00;;0.17;0.00;1.00;6150.00;0.00;369726.00;2868.00;1.00;0.52;1.00
2002.00;AC;41.00;PFL;8.00;PFL2002AC;2.00;;0.71;0.00;1.00;12496.00;0.00;369726.00;2868.00;1.00;0.52;1.00
2002.00;AC;41.00;PL;11.00;PL2002AC;2.00;;0.96;0.00;0.00;19305.00;0.00;369726.00;2868.00;1.00;0.52;1.00
2002.00;AC;41.00;PMDB;12.00;PMDB2002AC;0.00;;1.00;1.00;1.00;25966.00;87602.00;369726.00;2868.00;1.00;0.52;1.00
2002.00;AC;41.00;PMN;13.00;PMN2002AC;1.00;;0.54;0.00;1.00;11507.00;0.00;369726.00;2868.00;1.00;0.52;1.00
2002.00;AC;41.00;PPB;15.00;PPB2002AC;2.00;;0.79;0.00;1.00;21123.00;0.00;369726.00;2868.00;1.00;0.52;1.00
2002.00;AC;41.00;PPS;17.00;PPS2002AC;1.00;;1.29;1.00;1.00;21760.00;6078.00;369726.00;2868.00;1.00;0.52;1.00
2002.00;AC;41.00;PRTB;23.00;PRTB2002AC;2.00;;0.58;1.00;0.00;1085.00;568.00;369726.00;2868.00;1.00;0.52;1.00
2002.00;AC;41.00;PSB;24.00;PSB2002AC;1.00;;1.67;0.00;1.00;19957.00;0.00;369726.00;2868.00;1.00;0.52;1.00
2002.00;AC;41.00;PSC;25.00;PSC2002AC;2.00;;0.21;0.00;1.00;2857.00;0.00;369726.00;2868.00;1.00;0.52;1.00
2002.00;AC;41.00;PSDB;27.00;PSDB2002AC;0.00;;1.04;0.00;1.00;18642.00;0.00;369726.00;2868.00;1.00;0.52;1.00
2002.00;AC;41.00;PSDC;28.00;PSDC2002AC;2.00;;1.33;0.00;1.00;20673.00;0.00;369726.00;2868.00;1.00;0.52;1.00
2002.00;AC;41.00;PSL;29.00;PSL2002AC;2.00;;0.42;1.00;1.00;4624.00;597.00;369726.00;2868.00;1.00;0.52;1.00
2002.00;AC;41.00;PST;31.00;PST2002AC;2.00;;0.17;0.00;1.00;618.00;0.00;369726.00;2868.00;1.00;0.52;1.00
2002.00;AC;41.00;PT;33.00;PT2002AC;1.00;;1.38;1.00;1.00;68112.00;165174.00;369726.00;2868.00;1.00;0.52;1.00
2002.00;AC;41.00;PTdoB;34.00;PTdoB2002AC;2.00;;0.17;0.00;1.00;2082.00;0.00;369726.00;2868.00;1.00;0.52;1.00
2002.00;AC;41.00;PTB;35.00;PTB2002AC;2.00;;1.17;0.00;0.00;10625.00;0.00;369726.00;2868.00;1.00;0.52;1.00
2002.00;AC;41.00;PV;38.00;PV2002AC;1.00;;0.29;0.00;1.00;1976.00;0.00;369726.00;2868.00;1.00;0.52;1.00
2002.00;AL;42.00;PAN;2.00;PAN2002AL;2.00;;0.22;0.00;1.00;2208.00;0.00;1600092.00;9812.00;1.00;0.47;0.00
2002.00;AL;42.00;PCdoB;3.00;PCdoB2002AL;1.00;;0.07;0.00;1.00;4248.00;0.00;1600092.00;9812.00;1.00;0.47;0.00
2002.00;AL;42.00;PDT;6.00;PDT2002AL;1.00;;0.48;1.00;0.00;56296.00;17333.00;1600092.00;9812.00;1.00;0.47;0.00
2002.00;AL;42.00;PFL;8.00;PFL2002AL;2.00;;0.22;0.00;1.00;40598.00;0.00;1600092.00;9812.00;1.00;0.47;0.00
2002.00;AL;42.00;PGT;9.00;PGT2002AL;2.00;;0.07;0.00;1.00;12581.00;0.00;1600092.00;9812.00;1.00;0.47;0.00
2002.00;AL;42.00;PHS;10.00;PHS2002AL;1.00;;0.04;0.00;1.00;3080.00;0.00;1600092.00;9812.00;1.00;0.47;0.00
2002.00;AL;42.00;PL;11.00;PL2002AL;2.00;;0.30;0.00;1.00;108206.00;0.00;1600092.00;9812.00;1.00;0.47;0.00
2002.00;AL;42.00;PMDB;12.00;PMDB2002AL;0.00;;0.07;0.00;0.00;21242.00;0.00;1600092.00;9812.00;1.00;0.47;0.00
2002.00;AL;42.00;PMN;13.00;PMN2002AL;1.00;;0.74;0.00;0.00;46967.00;0.00;1600092.00;9812.00;1.00;0.47;0.00
2002.00;AL;42.00;PPB;15.00;PPB2002AL;2.00;;0.15;0.00;1.00;5544.00;0.00;1600092.00;9812.00;1.00;0.47;0.00
2002.00;AL;42.00;PPS;17.00;PPS2002AL;1.00;;0.33;0.00;1.00;60134.00;0.00;1600092.00;9812.00;1.00;0.47;0.00
2002.00;AL;42.00;PRONA;20.00;PRONA2002AL;2.00;;0.70;0.00;1.00;41432.00;0.00;1600092.00;9812.00;1.00;0.47;0.00
2002.00;AL;42.00;PRP;22.00;PRP2002AL;1.00;;0.04;0.00;1.00;20485.00;0.00;1600092.00;9812.00;1.00;0.47;0.00
2002.00;AL;42.00;PRTB;23.00;PRTB2002AL;2.00;;0.15;1.00;1.00;16636.00;419741.00;1600092.00;9812.00;1.00;0.47;0.00
2002.00;AL;42.00;PSB;24.00;PSB2002AL;1.00;;0.74;1.00;1.00;186416.00;553035.00;1600092.00;9812.00;1.00;0.47;0.00
2002.00;AL;42.00;PSC;25.00;PSC2002AL;2.00;;0.07;0.00;1.00;991.00;0.00;1600092.00;9812.00;1.00;0.47;0.00
2002.00;AL;42.00;PSDB;27.00;PSDB2002AL;0.00;;0.41;0.00;0.00;104931.00;0.00;1600092.00;9812.00;1.00;0.47;0.00
2002.00;AL;42.00;PSDC;28.00;PSDC2002AL;2.00;;0.04;0.00;1.00;1667.00;0.00;1600092.00;9812.00;1.00;0.47;0.00
2002.00;AL;42.00;PSL;29.00;PSL2002AL;2.00;;0.04;0.00;1.00;36333.00;0.00;1600092.00;9812.00;1.00;0.47;0.00
2002.00;AL;42.00;PSTU;32.00;PSTU2002AL;1.00;;0.07;1.00;0.00;1149.00;1579.00;1600092.00;9812.00;1.00;0.47;0.00
2002.00;AL;42.00;PT;33.00;PT2002AL;1.00;;0.22;1.00;1.00;57160.00;50820.00;1600092.00;9812.00;1.00;0.47;0.00
2002.00;AL;42.00;PTdoB;34.00;PTdoB2002AL;2.00;;1.07;0.00;0.00;89825.00;0.00;1600092.00;9812.00;1.00;0.47;0.00
2002.00;AL;42.00;PTB;35.00;PTB2002AL;2.00;;0.48;0.00;1.00;250252.00;0.00;1600092.00;9812.00;1.00;0.47;0.00
2002.00;AL;42.00;PTC;36.00;PTC2002AL;2.00;;0.00;0.00;1.00;663.00;0.00;1600092.00;9812.00;1.00;0.47;0.00
2002.00;AL;42.00;PTN;37.00;PTN2002AL;2.00;;0.33;1.00;0.00;1576.00;2331.00;1600092.00;9812.00;1.00;0.47;0.00
2002.00;AL;42.00;PV;38.00;PV2002AL;1.00;;0.19;0.00;1.00;1703.00;0.00;1600092.00;9812.00;1.00;0.47;0.00
2002.00;AM;43.00;PAN;2.00;PAN2002AM;2.00;;1.54;0.00;1.00;23339.00;0.00;1524727.00;21791.00;2.00;0.52;1.00
2002.00;AM;43.00;PCdoB;3.00;PCdoB2002AM;1.00;;0.25;0.00;1.00;39827.00;0.00;1524727.00;21791.00;2.00;0.52;1.00
2002.00;AM;43.00;PDT;6.00;PDT2002AM;1.00;;0.38;0.00;1.00;29668.00;0.00;1524727.00;21791.00;2.00;0.52;1.00
2002.00;AM;43.00;PFL;8.00;PFL2002AM;2.00;;0.54;0.00;1.00;197393.00;0.00;1524727.00;21791.00;2.00;0.52;1.00
2002.00;AM;43.00;PGT;9.00;PGT2002AM;2.00;;1.38;0.00;0.00;21392.00;0.00;1524727.00;21791.00;2.00;0.52;1.00
2002.00;AM;43.00;PHS;10.00;PHS2002AM;1.00;;0.42;0.00;1.00;10711.00;0.00;1524727.00;21791.00;2.00;0.52;1.00
2002.00;AM;43.00;PL;11.00;PL2002AM;2.00;;1.46;0.00;1.00;162082.00;0.00;1524727.00;21791.00;2.00;0.52;1.00
2002.00;AM;43.00;PMDB;12.00;PMDB2002AM;0.00;;1.38;1.00;0.00;125173.00;226193.00;1524727.00;21791.00;2.00;0.52;1.00
2002.00;AM;43.00;PMN;13.00;PMN2002AM;1.00;;0.29;0.00;1.00;9051.00;0.00;1524727.00;21791.00;2.00;0.52;1.00
2002.00;AM;43.00;PPB;15.00;PPB2002AM;2.00;;0.29;0.00;1.00;14956.00;0.00;1524727.00;21791.00;2.00;0.52;1.00
2002.00;AM;43.00;PPS;17.00;PPS2002AM;1.00;;0.46;1.00;1.00;41738.00;568111.00;1524727.00;21791.00;2.00;0.52;1.00
2002.00;AM;43.00;PRONA;20.00;PRONA2002AM;2.00;;0.46;0.00;1.00;1218.00;0.00;1524727.00;21791.00;2.00;0.52;1.00
2002.00;AM;43.00;PRP;22.00;PRP2002AM;1.00;;0.83;0.00;1.00;23595.00;0.00;1524727.00;21791.00;2.00;0.52;1.00
2002.00;AM;43.00;PRTB;23.00;PRTB2002AM;2.00;;0.58;0.00;1.00;58815.00;0.00;1524727.00;21791.00;2.00;0.52;1.00
2002.00;AM;43.00;PSB;24.00;PSB2002AM;1.00;;0.42;1.00;1.00;9172.00;225491.00;1524727.00;21791.00;2.00;0.52;1.00
2002.00;AM;43.00;PSC;25.00;PSC2002AM;2.00;;0.79;0.00;1.00;75332.00;0.00;1524727.00;21791.00;2.00;0.52;1.00
2002.00;AM;43.00;PSD;26.00;PSD2002AM;2.00;;0.13;0.00;1.00;7532.00;0.00;1524727.00;21791.00;2.00;0.52;1.00
2002.00;AM;43.00;PSDB;27.00;PSDB2002AM;0.00;;1.33;0.00;0.00;53412.00;0.00;1524727.00;21791.00;2.00;0.52;1.00
2002.00;AM;43.00;PSDC;28.00;PSDC2002AM;2.00;;0.21;0.00;1.00;55182.00;0.00;1524727.00;21791.00;2.00;0.52;1.00
2002.00;AM;43.00;PSL;29.00;PSL2002AM;2.00;;0.54;0.00;1.00;14135.00;0.00;1524727.00;21791.00;2.00;0.52;1.00
2002.00;AM;43.00;PST;31.00;PST2002AM;2.00;;0.54;0.00;1.00;30620.00;0.00;1524727.00;21791.00;2.00;0.52;1.00
2002.00;AM;43.00;PSTU;32.00;PSTU2002AM;1.00;;0.17;1.00;0.00;1228.00;2202.00;1524727.00;21791.00;2.00;0.52;1.00
2002.00;AM;43.00;PT;33.00;PT2002AM;1.00;;0.58;1.00;1.00;41512.00;62715.00;1524727.00;21791.00;2.00;0.52;1.00
2002.00;AM;43.00;PTdoB;34.00;PTdoB2002AM;2.00;;0.54;0.00;1.00;16053.00;0.00;1524727.00;21791.00;2.00;0.52;1.00
2002.00;AM;43.00;PTB;35.00;PTB2002AM;2.00;;0.42;0.00;1.00;59642.00;0.00;1524727.00;21791.00;2.00;0.52;1.00
2002.00;AM;43.00;PTC;36.00;PTC2002AM;2.00;;0.50;0.00;1.00;6724.00;0.00;1524727.00;21791.00;2.00;0.52;1.00
2002.00;AM;43.00;PTN;37.00;PTN2002AM;2.00;;0.08;0.00;1.00;6183.00;0.00;1524727.00;21791.00;2.00;0.52;1.00
2002.00;AM;43.00;PV;38.00;PV2002AM;1.00;;0.25;0.00;1.00;14360.00;0.00;1524727.00;21791.00;2.00;0.52;1.00
2002.00;AP;44.00;PAN;2.00;PAN2002AP;2.00;;0.08;0.00;1.00;879.00;0.00;290101.00;3292.00;1.00;0.58;1.00
2002.00;AP;44.00;PCdoB;3.00;PCdoB2002AP;1.00;;0.04;0.00;1.00;3627.00;0.00;290101.00;3292.00;1.00;0.58;1.00
2002.00;AP;44.00;PCB;4.00;PCB2002AP;1.00;;0.04;0.00;1.00;238.00;0.00;290101.00;3292.00;1.00;0.58;1.00
2002.00;AP;44.00;PDT;6.00;PDT2002AP;1.00;;1.25;1.00;1.00;33745.00;212007.00;290101.00;3292.00;1.00;0.58;1.00
2002.00;AP;44.00;PFL;8.00;PFL2002AP;2.00;;0.17;0.00;1.00;5074.00;0.00;290101.00;3292.00;1.00;0.58;1.00
2002.00;AP;44.00;PGT;9.00;PGT2002AP;2.00;;0.08;1.00;0.00;389.00;238.00;290101.00;3292.00;1.00;0.58;1.00
2002.00;AP;44.00;PHS;10.00;PHS2002AP;1.00;;0.33;0.00;1.00;2931.00;0.00;290101.00;3292.00;1.00;0.58;1.00
2002.00;AP;44.00;PL;11.00;PL2002AP;2.00;;0.71;0.00;0.00;19051.00;0.00;290101.00;3292.00;1.00;0.58;1.00
2002.00;AP;44.00;PMDB;12.00;PMDB2002AP;0.00;;0.46;0.00;1.00;25399.00;0.00;290101.00;3292.00;1.00;0.58;1.00
2002.00;AP;44.00;PMN;13.00;PMN2002AP;1.00;;0.33;0.00;1.00;3190.00;0.00;290101.00;3292.00;1.00;0.58;1.00
2002.00;AP;44.00;PPB;15.00;PPB2002AP;2.00;;0.46;0.00;1.00;4953.00;0.00;290101.00;3292.00;1.00;0.58;1.00
2002.00;AP;44.00;PPS;17.00;PPS2002AP;1.00;;0.25;0.00;1.00;5331.00;0.00;290101.00;3292.00;1.00;0.58;1.00
2002.00;AP;44.00;PRONA;20.00;PRONA2002AP;2.00;;0.04;0.00;1.00;50.00;0.00;290101.00;3292.00;1.00;0.58;1.00
2002.00;AP;44.00;PRP;22.00;PRP2002AP;1.00;;0.21;0.00;1.00;282.00;0.00;290101.00;3292.00;1.00;0.58;1.00
2002.00;AP;44.00;PRTB;23.00;PRTB2002AP;2.00;;0.38;0.00;1.00;1744.00;0.00;290101.00;3292.00;1.00;0.58;1.00
2002.00;AP;44.00;PSB;24.00;PSB2002AP;1.00;;1.08;1.00;1.00;35916.00;52134.00;290101.00;3292.00;1.00;0.58;1.00
2002.00;AP;44.00;PSC;25.00;PSC2002AP;2.00;;0.71;0.00;1.00;6207.00;0.00;290101.00;3292.00;1.00;0.58;1.00
2002.00;AP;44.00;PSD;26.00;PSD2002AP;2.00;;0.29;0.00;1.00;15151.00;0.00;290101.00;3292.00;1.00;0.58;1.00
2002.00;AP;44.00;PSDB;27.00;PSDB2002AP;0.00;;0.79;1.00;1.00;17895.00;35157.00;290101.00;3292.00;1.00;0.58;1.00
2002.00;AP;44.00;PSL;29.00;PSL2002AP;2.00;;0.08;0.00;1.00;1493.00;0.00;290101.00;3292.00;1.00;0.58;1.00
2002.00;AP;44.00;PST;31.00;PST2002AP;2.00;;0.63;0.00;1.00;5961.00;0.00;290101.00;3292.00;1.00;0.58;1.00
2002.00;AP;44.00;PSTU;32.00;PSTU2002AP;1.00;;0.04;1.00;0.00;332.00;1091.00;290101.00;3292.00;1.00;0.58;1.00
2002.00;AP;44.00;PT;33.00;PT2002AP;1.00;;0.71;1.00;1.00;24000.00;164001.00;290101.00;3292.00;1.00;0.58;1.00
2002.00;AP;44.00;PTdoB;34.00;PTdoB2002AP;2.00;;0.50;0.00;1.00;9714.00;0.00;290101.00;3292.00;1.00;0.58;1.00
2002.00;AP;44.00;PTB;35.00;PTB2002AP;2.00;;0.58;0.00;1.00;9188.00;0.00;290101.00;3292.00;1.00;0.58;1.00
2002.00;AP;44.00;PV;38.00;PV2002AP;1.00;;0.38;0.00;1.00;8220.00;0.00;290101.00;3292.00;1.00;0.58;1.00
2002.00;BA;45.00;PAN;2.00;PAN2002BA;2.00;;0.33;1.00;1.00;17744.00;32069.00;8568600.00;60672.00;3.00;0.51;1.00
2002.00;BA;45.00;PCdoB;3.00;PCdoB2002BA;1.00;;0.22;0.00;1.00;221829.00;0.00;8568600.00;60672.00;3.00;0.51;1.00
2002.00;BA;45.00;PCO;5.00;PCO2002BA;1.00;;0.08;1.00;0.00;3236.00;3257.00;8568600.00;60672.00;3.00;0.51;1.00
2002.00;BA;45.00;PDT;6.00;PDT2002BA;1.00;;0.37;0.00;1.00;296828.00;0.00;8568600.00;60672.00;3.00;0.51;1.00
2002.00;BA;45.00;PFL;8.00;PFL2002BA;2.00;;0.40;1.00;1.00;1404083.00;2871725.00;8568600.00;60672.00;3.00;0.51;1.00
2002.00;BA;45.00;PGT;9.00;PGT2002BA;2.00;;0.19;0.00;1.00;9197.00;0.00;8568600.00;60672.00;3.00;0.51;1.00
2002.00;BA;45.00;PHS;10.00;PHS2002BA;1.00;;0.02;0.00;1.00;5334.00;0.00;8568600.00;60672.00;3.00;0.51;1.00
2002.00;BA;45.00;PL;11.00;PL2002BA;2.00;;0.25;0.00;0.00;370576.00;0.00;8568600.00;60672.00;3.00;0.51;1.00
2002.00;BA;45.00;PMDB;12.00;PMDB2002BA;0.00;;0.62;1.00;1.00;299295.00;226217.00;8568600.00;60672.00;3.00;0.51;1.00
2002.00;BA;45.00;PMN;13.00;PMN2002BA;1.00;;0.02;0.00;1.00;5850.00;0.00;8568600.00;60672.00;3.00;0.51;1.00
2002.00;BA;45.00;PPB;15.00;PPB2002BA;2.00;;0.43;0.00;0.00;646221.00;0.00;8568600.00;60672.00;3.00;0.51;1.00
2002.00;BA;45.00;PPS;17.00;PPS2002BA;1.00;;0.32;0.00;1.00;86030.00;0.00;8568600.00;60672.00;3.00;0.51;1.00
2002.00;BA;45.00;PRP;22.00;PRP2002BA;1.00;;0.16;0.00;1.00;56438.00;0.00;8568600.00;60672.00;3.00;0.51;1.00
2002.00;BA;45.00;PRTB;23.00;PRTB2002BA;2.00;;0.11;0.00;1.00;8552.00;0.00;8568600.00;60672.00;3.00;0.51;1.00
2002.00;BA;45.00;PSB;24.00;PSB2002BA;1.00;;0.41;1.00;1.00;226570.00;122428.00;8568600.00;60672.00;3.00;0.51;1.00
2002.00;BA;45.00;PSC;25.00;PSC2002BA;2.00;;0.21;0.00;1.00;62618.00;0.00;8568600.00;60672.00;3.00;0.51;1.00
2002.00;BA;45.00;PSD;26.00;PSD2002BA;2.00;;0.16;0.00;1.00;55525.00;0.00;8568600.00;60672.00;3.00;0.51;1.00
2002.00;BA;45.00;PSDB;27.00;PSDB2002BA;0.00;;0.27;0.00;0.00;274831.00;0.00;8568600.00;60672.00;3.00;0.51;1.00
2002.00;BA;45.00;PSDC;28.00;PSDC2002BA;2.00;;0.13;0.00;1.00;17396.00;0.00;8568600.00;60672.00;3.00;0.51;1.00
2002.00;BA;45.00;PST;31.00;PST2002BA;2.00;;0.65;0.00;1.00;342871.00;0.00;8568600.00;60672.00;3.00;0.51;1.00
2002.00;BA;45.00;PSTU;32.00;PSTU2002BA;1.00;;0.06;1.00;0.00;6730.00;7329.00;8568600.00;60672.00;3.00;0.51;1.00
2002.00;BA;45.00;PT;33.00;PT2002BA;1.00;;0.79;1.00;1.00;940784.00;2057022.00;8568600.00;60672.00;3.00;0.51;1.00
2002.00;BA;45.00;PTdoB;34.00;PTdoB2002BA;2.00;;0.37;0.00;1.00;64661.00;0.00;8568600.00;60672.00;3.00;0.51;1.00
2002.00;BA;45.00;PTB;35.00;PTB2002BA;2.00;;0.37;0.00;1.00;391766.00;0.00;8568600.00;60672.00;3.00;0.51;1.00
2002.00;BA;45.00;PTC;36.00;PTC2002BA;2.00;;0.70;1.00;0.00;60672.00;27595.00;8568600.00;60672.00;3.00;0.51;1.00
2002.00;BA;45.00;PTN;37.00;PTN2002BA;2.00;;0.08;0.00;1.00;3076.00;0.00;8568600.00;60672.00;3.00;0.51;1.00
2002.00;BA;45.00;PV;38.00;PV2002BA;1.00;;0.14;0.00;1.00;19288.00;0.00;8568600.00;60672.00;3.00;0.51;1.00
2002.00;CE;46.00;PAN;2.00;PAN2002CE;2.00;;0.22;0.00;1.00;7723.00;0.00;4805258.00;28896.00;2.00;0.54;1.00
2002.00;CE;46.00;PCdoB;3.00;PCdoB2002CE;1.00;;0.59;0.00;1.00;116726.00;0.00;4805258.00;28896.00;2.00;0.54;1.00
2002.00;CE;46.00;PCB;4.00;PCB2002CE;1.00;;0.02;0.00;1.00;2704.00;0.00;4805258.00;28896.00;2.00;0.54;1.00
2002.00;CE;46.00;PDT;6.00;PDT2002CE;1.00;;0.57;1.00;0.00;84401.00;31102.00;4805258.00;28896.00;2.00;0.54;1.00
2002.00;CE;46.00;PFL;8.00;PFL2002CE;2.00;;0.26;0.00;1.00;81419.00;0.00;4805258.00;28896.00;2.00;0.54;1.00
2002.00;CE;46.00;PGT;9.00;PGT2002CE;2.00;;0.04;0.00;0.00;1386.00;0.00;4805258.00;28896.00;2.00;0.54;1.00
2002.00;CE;46.00;PHS;10.00;PHS2002CE;1.00;;0.96;0.00;0.00;172722.00;0.00;4805258.00;28896.00;2.00;0.54;1.00
2002.00;CE;46.00;PL;11.00;PL2002CE;2.00;;0.57;0.00;0.00;213412.00;0.00;4805258.00;28896.00;2.00;0.54;1.00
2002.00;CE;46.00;PMDB;12.00;PMDB2002CE;0.00;;0.46;1.00;1.00;351332.00;395699.00;4805258.00;28896.00;2.00;0.54;1.00
2002.00;CE;46.00;PMN;13.00;PMN2002CE;1.00;;0.30;0.00;0.00;58035.00;0.00;4805258.00;28896.00;2.00;0.54;1.00
2002.00;CE;46.00;PPB;15.00;PPB2002CE;2.00;;0.46;0.00;0.00;185750.00;0.00;4805258.00;28896.00;2.00;0.54;1.00
2002.00;CE;46.00;PPS;17.00;PPS2002CE;1.00;;0.37;0.00;1.00;288880.00;0.00;4805258.00;28896.00;2.00;0.54;1.00
2002.00;CE;46.00;PRTB;23.00;PRTB2002CE;2.00;;0.02;0.00;1.00;652.00;0.00;4805258.00;28896.00;2.00;0.54;1.00
2002.00;CE;46.00;PSB;24.00;PSB2002CE;1.00;;0.39;1.00;0.00;156376.00;240189.00;4805258.00;28896.00;2.00;0.54;1.00
2002.00;CE;46.00;PSC;25.00;PSC2002CE;2.00;;0.33;0.00;1.00;7707.00;0.00;4805258.00;28896.00;2.00;0.54;1.00
2002.00;CE;46.00;PSD;26.00;PSD2002CE;2.00;;0.17;0.00;1.00;161563.00;0.00;4805258.00;28896.00;2.00;0.54;1.00
2002.00;CE;46.00;PSDB;27.00;PSDB2002CE;0.00;;0.59;1.00;1.00;1069481.00;3390928.00;4805258.00;28896.00;2.00;0.54;1.00
2002.00;CE;46.00;PSDC;28.00;PSDC2002CE;2.00;;0.22;0.00;1.00;9937.00;0.00;4805258.00;28896.00;2.00;0.54;1.00
2002.00;CE;46.00;PSL;29.00;PSL2002CE;2.00;;0.80;0.00;1.00;54447.00;0.00;4805258.00;28896.00;2.00;0.54;1.00
2002.00;CE;46.00;PST;31.00;PST2002CE;2.00;;0.30;0.00;0.00;98557.00;0.00;4805258.00;28896.00;2.00;0.54;1.00
2002.00;CE;46.00;PSTU;32.00;PSTU2002CE;1.00;;0.09;1.00;0.00;3377.00;9707.00;4805258.00;28896.00;2.00;0.54;1.00
2002.00;CE;46.00;PT;33.00;PT2002CE;1.00;;0.43;1.00;0.00;376791.00;2687369.00;4805258.00;28896.00;2.00;0.54;1.00
2002.00;CE;46.00;PTdoB;34.00;PTdoB2002CE;2.00;;0.02;0.00;1.00;2857.00;0.00;4805258.00;28896.00;2.00;0.54;1.00
2002.00;CE;46.00;PTB;35.00;PTB2002CE;2.00;;0.37;1.00;0.00;69606.00;37658.00;4805258.00;28896.00;2.00;0.54;1.00
2002.00;CE;46.00;PTN;37.00;PTN2002CE;2.00;;0.07;0.00;1.00;2025.00;0.00;4805258.00;28896.00;2.00;0.54;1.00
2002.00;CE;46.00;PV;38.00;PV2002CE;1.00;;0.02;0.00;1.00;27949.00;0.00;4805258.00;28896.00;2.00;0.54;1.00
2002.00;DF;47.00;PAN;2.00;PAN2002DF;2.00;;0.13;0.00;1.00;532.00;0.00;1518437.00;56138.00;3.00;0.73;3.00
2002.00;DF;47.00;PCdoB;3.00;PCdoB2002DF;1.00;;0.17;0.00;1.00;20200.00;0.00;1518437.00;56138.00;3.00;0.73;3.00
2002.00;DF;47.00;PCB;4.00;PCB2002DF;1.00;;0.13;0.00;1.00;1008.00;0.00;1518437.00;56138.00;3.00;0.73;3.00
2002.00;DF;47.00;PCO;5.00;PCO2002DF;1.00;;0.29;1.00;0.00;675.00;616.00;1518437.00;56138.00;3.00;0.73;3.00
2002.00;DF;47.00;PDT;6.00;PDT2002DF;1.00;;0.96;0.00;0.00;26052.00;0.00;1518437.00;56138.00;3.00;0.73;3.00
2002.00;DF;47.00;PFL;8.00;PFL2002DF;2.00;;1.67;0.00;0.00;119492.00;0.00;1518437.00;56138.00;3.00;0.73;3.00
2002.00;DF;47.00;PGT;9.00;PGT2002DF;2.00;;0.38;0.00;1.00;4814.00;0.00;1518437.00;56138.00;3.00;0.73;3.00
2002.00;DF;47.00;PHS;10.00;PHS2002DF;1.00;;0.46;0.00;1.00;8052.00;0.00;1518437.00;56138.00;3.00;0.73;3.00
2002.00;DF;47.00;PL;11.00;PL2002DF;2.00;;2.21;0.00;1.00;81757.00;0.00;1518437.00;56138.00;3.00;0.73;3.00
2002.00;DF;47.00;PMDB;12.00;PMDB2002DF;0.00;;1.29;1.00;1.00;152781.00;1163339.00;1518437.00;56138.00;3.00;0.73;3.00
2002.00;DF;47.00;PMN;13.00;PMN2002DF;1.00;;0.08;0.00;1.00;11967.00;0.00;1518437.00;56138.00;3.00;0.73;3.00
2002.00;DF;47.00;PPB;15.00;PPB2002DF;2.00;;1.83;1.00;1.00;104756.00;88119.00;1518437.00;56138.00;3.00;0.73;3.00
2002.00;DF;47.00;PPS;17.00;PPS2002DF;1.00;;1.67;1.00;0.00;62704.00;19896.00;1518437.00;56138.00;3.00;0.73;3.00
2002.00;DF;47.00;PRONA;20.00;PRONA2002DF;2.00;;0.79;0.00;1.00;12636.00;0.00;1518437.00;56138.00;3.00;0.73;3.00
2002.00;DF;47.00;PRP;22.00;PRP2002DF;1.00;;0.38;0.00;1.00;7680.00;0.00;1518437.00;56138.00;3.00;0.73;3.00
2002.00;DF;47.00;PRTB;23.00;PRTB2002DF;2.00;;0.38;1.00;1.00;6693.00;1580.00;1518437.00;56138.00;3.00;0.73;3.00
2002.00;DF;47.00;PSB;24.00;PSB2002DF;1.00;;1.92;1.00;1.00;42934.00;82369.00;1518437.00;56138.00;3.00;0.73;3.00
2002.00;DF;47.00;PSC;25.00;PSC2002DF;2.00;;2.38;0.00;1.00;25742.00;0.00;1518437.00;56138.00;3.00;0.73;3.00
2002.00;DF;47.00;PSD;26.00;PSD2002DF;2.00;;2.04;0.00;1.00;113244.00;0.00;1518437.00;56138.00;3.00;0.73;3.00
2002.00;DF;47.00;PSDB;27.00;PSDB2002DF;0.00;;0.00;0.00;1.00;61982.00;0.00;1518437.00;56138.00;3.00;0.73;3.00
2002.00;DF;47.00;PSDC;28.00;PSDC2002DF;2.00;;0.33;0.00;1.00;1665.00;0.00;1518437.00;56138.00;3.00;0.73;3.00
2002.00;DF;47.00;PSL;29.00;PSL2002DF;2.00;;1.13;0.00;0.00;15255.00;0.00;1518437.00;56138.00;3.00;0.73;3.00
2002.00;DF;47.00;PST;31.00;PST2002DF;2.00;;0.58;0.00;1.00;35543.00;0.00;1518437.00;56138.00;3.00;0.73;3.00
2002.00;DF;47.00;PSTU;32.00;PSTU2002DF;1.00;;0.17;1.00;0.00;2431.00;3288.00;1518437.00;56138.00;3.00;0.73;3.00
2002.00;DF;47.00;PT;33.00;PT2002DF;1.00;;1.71;1.00;1.00;248035.00;1121976.00;1518437.00;56138.00;3.00;0.73;3.00
2002.00;DF;47.00;PTdoB;34.00;PTdoB2002DF;2.00;;0.38;0.00;1.00;1709.00;0.00;1518437.00;56138.00;3.00;0.73;3.00
2002.00;DF;47.00;PTB;35.00;PTB2002DF;2.00;;1.08;0.00;1.00;60920.00;0.00;1518437.00;56138.00;3.00;0.73;3.00
